listener,listener_trial,level_condition,sound_heard,listener_response,proportion_correct,typical_source_intensity
7,263,4,whistle,whistle,1,high-intensity
7,264,6,castanet,tap dancing,0,3
7,265,2,soda pouring into a cup,soda pouring into a cup,1,low-intensity
7,266,2,acoustic bass,acoustic bass,1,2
7,267,5,drum roll,electric drill,0,high-intensity
7,268,5,horse galloping,horse galloping,1,2
7,269,7,skate boarding,skate boarding,1,2
7,270,4,grandfather clock,grandfather clock,1,3
7,271,4,elevator door,elevator door,1,2
7,272,5,crowd laughing,crowd laughing,1,high-intensity
7,273,7,bear growling,bear growling,1,3
7,274,3,bass drum hits,bass drum hits,1,high-intensity
7,275,7,vacuum,vacuum,1,high-intensity
7,276,7,spanish,spanish,1,3
7,277,5,windows startup sound,windows startup sound,1,2
7,278,7,tennis volley,tennis volley,1,3
7,279,5,ice in cup,ice in cup,1,low-intensity
7,280,4,crumpling paper,crumpling paper,1,2
7,281,5,fireworks,fireworks,1,high-intensity
7,282,6,rocking chair,rocking chair,1,3
7,283,1,tooth brushing,sipping,0,low-intensity
7,284,4,car alarm,car alarm,1,high-intensity
7,285,6,french,french,1,2
7,286,4,wolves howlling,wolves howlling,1,2
7,287,4,banjo,banjo,1,high-intensity
7,288,4,chinese,chinese,1,3
7,289,3,electric bass,electric bass,1,3
7,290,4,flute,flute,1,3
7,291,7,running up stairs,running up stairs,1,2
7,292,4,seal,seal,1,3
7,293,5,dog panting,dog panting,1,2
7,294,5,chair rolling,chair rolling,1,low-intensity
7,295,5,tractor,film reel,0,high-intensity
7,296,2,dog whining,coughing,0,3
7,297,6,rattlesnake,rattlesnake,1,2
7,298,4,shaving with electric razor,shaving with electric razor,1,2
7,299,1,cuckoo clock,cuckoo clock,1,3
7,300,4,writing on paper,writing on paper,1,low-intensity
8,1,3,baby crying,baby crying,1,high-intensity
8,2,6,dice roll,dice roll,1,low-intensity
8,3,1,running on sand,running on sand,1,low-intensity
8,4,7,radio static,radio static,1,3
8,5,6,soda pouring into a cup,soda pouring into a cup,1,low-intensity
8,6,4,dog panting,dog panting,1,2
8,7,2,newspaper page turning,horse galloping,0,low-intensity
8,8,4,wind,wind,1,2
8,9,5,hair dryer,hair dryer,1,high-intensity
8,10,5,bird song,bird song,1,2
8,11,2,crying,crying,1,high-intensity
8,12,2,hammering metal,coins dropping,0,high-intensity
8,13,3,cuckoo clock,cuckoo clock,1,3
8,14,4,velcro,grating food,0,low-intensity
8,15,4,nose blowing,nose blowing,1,3
8,16,7,finger tapping,finger tapping,1,low-intensity
8,17,2,writing on paper,writing on paper,1,low-intensity
8,18,2,pig snorting,pig snorting,1,3
8,19,2,coloring,coloring,1,low-intensity
8,20,4,giggling,giggling,1,3
8,21,4,paper cutter,door sliding shut,0,low-intensity
8,22,5,crumpling paper,crumpling paper,1,2
8,23,4,typing,typing,1,low-intensity
8,24,3,seal,seal,1,3
8,25,4,car driving through a puddle,car driving through a puddle,1,2
8,26,4,crowd noise,crowd noise,1,high-intensity
8,27,3,cymbol crash,cymbol crash,1,high-intensity
8,28,5,pager beeps,pager beeps,1,3
8,29,3,coins dropping,coins dropping,1,low-intensity
8,30,5,plane taking off,plane taking off,1,high-intensity
8,31,6,chopping food,finger tapping,0,low-intensity
8,32,3,paper shredder,ice machine,0,high-intensity
8,33,5,pepper grinder,windup toy,0,2
8,34,7,glass shattering,glass shattering,1,high-intensity
8,35,3,roulette wheel,roulette wheel,1,2
8,36,1,electric drill,electric drill,1,high-intensity
8,37,7,writing on a whiteboard,writing on a whiteboard,1,low-intensity
8,38,2,wolves howlling,wolves howlling,1,2
8,39,4,walking on a hard surface,walking on a hard surface,1,2
8,40,6,sheep,sheep,1,3
8,41,7,mac startup sound,mac startup sound,1,low-intensity
8,42,5,rubbing hands,rubbing hands,1,low-intensity
8,43,1,inflating a balloon,hair dryer,0,low-intensity
8,44,6,bicycle,bicycle,1,low-intensity
8,45,3,heart beats,heart beats,1,low-intensity
8,46,3,piano,piano,1,3
8,47,7,windows startup sound,windows startup sound,1,2
8,48,3,bowling,bowling,1,high-intensity
8,49,2,shower,shower,1,3
8,50,5,bass drum hits,bass drum hits,1,high-intensity
8,51,2,clipping hair,clipping hair,1,low-intensity
8,52,1,rubbing cloth,rubbing cloth,1,low-intensity
8,53,6,scream,scream,1,high-intensity
8,54,4,shuffling,walking on gravel,0,low-intensity
8,55,6,music box,music box,1,low-intensity
8,56,4,frog croaking,frog croaking,1,2
8,57,3,oboe,oboe,1,3
8,58,6,school hallway,school hallway,1,high-intensity
8,59,3,scratching,scratching,1,low-intensity
8,60,1,crowd cheering,crowd cheering,1,high-intensity
8,61,7,organ,organ,1,high-intensity
8,62,3,door opening,printing,0,2
8,63,3,train warning bell,train warning bell,1,high-intensity
8,64,3,crowd booing,crowd booing,1,high-intensity
8,65,6,car horn,car horn,1,high-intensity
8,66,4,hammering a nail,hammering a nail,1,high-intensity
8,67,4,screwing in a nail,screwing in a nail,1,2
8,68,1,drink fizzing,drink fizzing,1,low-intensity
8,69,4,man speaking,man speaking,1,2
8,70,4,monkey screaming,monkey screaming,1,high-intensity
8,71,4,cat purring,cat purring,1,low-intensity
8,72,6,grunting and groaning,grunting and groaning,1,2
8,73,6,tennis volley,tennis volley,1,3
8,74,6,horse galloping,horse galloping,1,2
8,75,5,salt shaker,salt shaker,1,low-intensity
8,76,3,fan,fan,1,2
8,77,6,drawer opening,drawer opening,1,low-intensity
8,78,7,walking on gravel,walking on gravel,1,2
8,79,5,crowd laughing,crowd laughing,1,high-intensity
8,80,2,laughing,laughing,1,high-intensity
8,81,1,key opening door,spray can spraying,0,low-intensity
8,82,3,toy squeaks,toy squeaks,1,3
8,83,3,truck beeping,truck beeping,1,high-intensity
8,84,1,castanet,castanet,1,3
8,85,3,kettle whistling,kettle whistling,1,3
8,86,3,doorbell,doorbell,1,high-intensity
8,87,4,accordian,accordian,1,high-intensity
8,88,7,turning a lock,turning a lock,1,low-intensity
8,89,4,ratchet,ratchet,1,2
8,90,5,running on a hard surface,running on a hard surface,1,2
8,91,3,stones tumbling,shuffling,0,2
8,92,6,owl hooting,owl hooting,1,low-intensity
8,93,2,drum solo,drum solo,1,high-intensity
8,94,1,bassoon,violin,0,3
8,95,6,grandfather clock,grandfather clock,1,3
8,96,3,traffic noises,traffic noises,1,high-intensity
8,97,1,motorcycle revving,motorcycle revving,1,high-intensity
8,98,5,waves,waves,1,3
8,99,2,tree falling,tree falling,1,high-intensity
8,100,7,window blinds,window blinds,1,2
8,101,7,spray can shaking,spray can shaking,1,2
8,102,2,grating food,grating food,1,low-intensity
8,103,2,turkey gobble,turkey gobble,1,3
8,104,6,shoveling,shoveling,1,2
8,105,5,whistle,whistle,1,high-intensity
8,106,5,knives sharpening,knives sharpening,1,2
8,107,3,car alarm,car alarm,1,high-intensity
8,108,3,acoustic bass,acoustic bass,1,2
8,109,4,pinball,pinball,1,high-intensity
8,110,5,water dripping,water dripping,1,low-intensity
8,111,1,rain,pouring liquid,0,3
8,112,7,kid speaking,kid speaking,1,3
8,113,7,printing,printing,1,3
8,114,6,train passing by,train passing by,1,high-intensity
8,115,3,clarinet,clarinet,1,3
8,116,3,lion growl,lion growl,1,high-intensity
8,117,5,brushing hair,brushing hair,1,low-intensity
8,118,4,shopping cart,shopping cart,1,2
8,119,7,russian,russian,1,2
8,120,7,whistling,whistling,1,2
8,121,5,rooster crowing,rooster crowing,1,high-intensity
8,122,4,rattlesnake,rattlesnake,1,2
8,123,3,whale call,whale call,1,2
8,124,1,dentist drill,dentist drill,1,high-intensity
8,125,1,heart monitor,heart monitor,1,3
8,126,6,lawn mower,lawn mower,1,high-intensity
8,127,5,popcorn popping,popcorn popping,1,3
8,128,1,banjo,banjo,1,high-intensity
8,129,4,car engine starting,car engine starting,1,3
8,130,5,fireworks,fireworks,1,high-intensity
8,131,5,door creaking,door creaking,1,2
8,132,6,water splashing,water splashing,1,3
8,133,4,tractor,film reel,0,high-intensity
8,134,2,helicopter,helicopter,1,high-intensity
8,135,2,gorilla,gorilla,1,3
8,136,6,camera taking a picture,camera taking a picture,1,2
8,137,6,pool balls colliding,pool balls colliding,1,3
8,138,1,siren,siren,1,high-intensity
8,139,4,boat horn,hair dryer,0,high-intensity
8,140,1,noisemaker,noisemaker,1,high-intensity
8,141,7,french,french,1,2
8,142,6,violin,violin,1,3
8,143,3,race car,race car,1,high-intensity
8,144,1,cello,cello,1,3
8,145,4,drawer closing,drawer closing,1,low-intensity
8,146,4,fire,fire,1,low-intensity
8,147,7,clock ticking,clock ticking,1,low-intensity
8,148,2,dialing,dialing,1,low-intensity
8,149,7,flag,flag,1,low-intensity
8,150,3,tambourine,tambourine,1,3
8,151,3,geese honking,geese honking,1,3
8,152,6,thunder,thunder,1,high-intensity
8,153,2,bagpipes,bagpipes,1,high-intensity
8,154,7,ice in cup,ice in cup,1,low-intensity
8,155,6,air hockey,air hockey,1,3
8,156,7,triangle,triangle,1,2
8,157,5,italian,italian,1,2
8,158,7,morse code,morse code,1,3
8,159,2,frying,frying,1,2
8,160,6,car deccelerating,car deccelerating,1,low-intensity
8,161,3,gunshots,gunshots,1,high-intensity
8,162,4,church bells,church bells,1,high-intensity
8,163,3,wing flapping,wing flapping,1,low-intensity
8,164,6,jumping rope,jumping rope,1,2
8,165,2,harmonica,harmonica,1,3
8,166,4,basketball dribbling,basketball dribbling,1,2
8,167,6,cricket,cricket,1,2
8,168,1,tap dancing,tap dancing,1,high-intensity
8,169,3,shouting,shouting,1,high-intensity
8,170,7,bus accelerating,bus accelerating,1,2
8,171,1,dishes clanking,dishes clanking,1,3
8,172,6,dialup,dialup,1,3
8,173,5,spray can spraying,spray can spraying,1,low-intensity
8,174,4,telephone ringing,telephone ringing,1,high-intensity
8,175,4,darth vader,darth vader,1,2
8,176,4,humming,humming,1,low-intensity
8,177,1,sports arena buzzer,sports arena buzzer,1,high-intensity
8,178,5,baby babbling,baby babbling,1,3
8,179,2,fire alarm,fire alarm,1,high-intensity
8,180,1,harp,harp,1,2
8,181,4,car idling,car idling,1,low-intensity
8,182,5,hawk screech,hawk screech,1,3
8,183,7,gong,gong,1,high-intensity
8,184,6,woman speaking,woman speaking,1,3
8,185,7,skate boarding,skate boarding,1,2
8,186,7,liquid pouring out of a bottle,liquid pouring out of a bottle,1,2
8,187,4,cicadas,cicadas,1,3
8,188,7,writing on a chalkboard,writing on a chalkboard,1,2
8,189,5,toilet flushing,toilet flushing,1,2
8,190,7,alarm clock,alarm clock,1,high-intensity
8,191,4,horse neighing,horse neighing,1,3
8,192,6,car windows,car windows,1,2
8,193,3,film reel,film reel,1,3
8,194,4,walking with heels,walking with heels,1,2
8,195,1,opening a soda bottle,rollerblading,0,low-intensity
8,196,7,jackhammer,jackhammer,1,high-intensity
8,197,7,balloon deflating,balloon deflating,1,2
8,198,4,coughing,coughing,1,3
8,199,2,applause,applause,1,high-intensity
8,200,7,biting and chewing,biting and chewing,1,2
8,201,4,zipper,zipper,1,low-intensity
8,202,5,sighing,sighing,1,low-intensity
8,203,2,can opening,can opening,1,low-intensity
8,204,1,paper tearing,paper tearing,1,low-intensity
8,205,6,fax,fax,1,2
8,206,2,scrubbing dishes,bathwater,0,2
8,207,5,gavel hits,gavel hits,1,3
8,208,7,walking on leaves,walking on leaves,1,2
8,209,6,Indian,Indian,1,2
8,210,5,busy signal,busy signal,1,2
8,211,7,rocking chair,rocking chair,1,3
8,212,4,match lighting,match lighting,1,low-intensity
8,213,7,dog whining,dog whining,1,3
8,214,1,running on gravel,running on gravel,1,3
8,215,4,scissors cutting paper,scissors cutting paper,1,low-intensity
8,216,2,dial tone,dial tone,1,low-intensity
8,217,5,duck quack,duck quack,1,3
8,218,7,oldfashioned dialer,oldfashioned dialer,1,low-intensity
8,219,3,sails flapping,sails flapping,1,3
8,220,1,stream,stream,1,low-intensity
8,221,3,locker closing,locker closing,1,3
8,222,2,chair rolling,chair rolling,1,low-intensity
8,223,1,record scratching,record scratching,1,2
8,224,1,orchestra tuning,orchestra tuning,1,high-intensity
8,225,2,slicing bread,slicing bread,1,low-intensity
8,226,7,gargling,gargling,1,low-intensity
8,227,3,sword fighting,turning a lock,0,3
8,228,1,guitar,guitar,1,3
8,229,2,electric bass,electric bass,1,3
8,230,5,car accelerating,car accelerating,1,2
8,231,6,truck,truck,1,high-intensity
8,232,3,coin in a vending machine,coin in a vending machine,1,low-intensity
8,233,1,vacuum,truck,0,high-intensity
8,234,4,chicken cluck,chicken cluck,1,2
8,235,2,door sliding shut,door sliding shut,1,low-intensity
8,236,6,running up stairs,running up stairs,1,2
8,237,4,chopping wood,chopping wood,1,3
8,238,7,car skidding,car skidding,1,high-intensity
8,239,2,swimming,swimming,1,2
8,240,7,bathwater,bathwater,1,2
8,241,1,drinking,drinking,1,low-intensity
8,242,7,windup toy,windup toy,1,low-intensity
8,243,1,elevator door,elevator door,1,2
8,244,2,water boiling,water boiling,1,low-intensity
8,245,5,drum roll,pig snorting,0,high-intensity
8,246,5,crow,crow,1,3
8,247,2,bus decelerating,truck,0,3
8,248,4,coins jingling in a pocket,coins jingling in a pocket,1,2
8,249,2,slot machine,slot machine,1,high-intensity
8,250,7,witch cackle,witch cackle,1,high-intensity
8,251,1,marching,marching,1,3
8,252,6,dove cooing,owl hooting,0,low-intensity
8,253,5,train whistle,train whistle,1,high-intensity
8,254,5,sipping,sipping,1,2
8,255,1,peeling,peeling,1,low-intensity
8,256,5,school bell,school bell,1,high-intensity
8,257,6,microwave,microwave,1,low-intensity
8,258,3,wind chimes,wind chimes,1,3
8,259,6,explosion,explosion,1,high-intensity
8,260,1,cat meow,cat meow,1,2
8,261,1,dog barking,dog barking,1,high-intensity
8,262,4,radar beeps,radar beeps,1,2
8,263,2,chinese,chinese,1,3
8,264,5,spanish,spanish,1,3
8,265,1,breathing,breathing,1,low-intensity
8,266,1,chainsaw revving,chainsaw revving,1,high-intensity
8,267,2,reception desk bell,reception desk bell,1,3
8,268,2,a capella singing,a capella singing,1,3
8,269,6,phone vibrating,phone vibrating,1,low-intensity
8,270,2,tuba,tuba,1,3
8,271,1,cow mooing,cow mooing,1,3
8,272,5,knocking on door,knocking on door,1,3
8,273,5,sleigh bells,sleigh bells,1,3
8,274,3,ice machine,ice machine,1,2
8,275,7,ringtone,ringtone,1,3
8,276,1,rollerblading,rollerblading,1,3
8,277,4,flute,flute,1,3
8,278,2,chiseling,chiseling,1,2
8,279,1,tooth brushing,sipping,0,low-intensity
8,280,6,hand saw,hand saw,1,high-intensity
8,281,6,bike bell,bike bell,1,2
8,282,7,blender,blender,1,high-intensity
8,283,4,coffee machine,coffee machine,1,low-intensity
8,284,3,keys jingling,keys jingling,1,low-intensity
8,285,4,cartoon sound effects,tap dancing,0,3
8,286,3,shaving with electric razor,shaving with electric razor,1,2
8,287,5,camera turning on,camera turning on,1,low-intensity
8,288,6,bees,bees,1,low-intensity
8,289,3,car crash,car crash,1,high-intensity
8,290,5,bear growling,bear growling,1,3
8,291,7,german,german,1,2
8,292,6,leather coat,leather coat,1,low-intensity
8,293,1,arabic,arabic,1,2
8,294,4,seagulls,seagulls,1,3
8,295,6,opening a letter,opening a letter,1,low-intensity
8,296,1,dog drinking,dog drinking,1,2
8,297,3,cash register,chimes in the wind,0,2
8,298,3,ping pong,ping pong,1,3
8,299,1,screwing off a lid,peeling,0,low-intensity
8,300,1,volcanic eruption,volcanic eruption,1,high-intensity
9,1,5,shouting,shouting,1,high-intensity
9,2,3,pager beeps,pager beeps,1,3
9,3,5,tennis volley,tennis volley,1,3
9,4,7,walking with heels,walking with heels,1,2
9,5,7,slicing bread,slicing bread,1,low-intensity
9,6,1,whistle,whistle,1,high-intensity
9,7,7,basketball dribbling,basketball dribbling,1,2
9,8,6,radio static,radio static,1,3
9,9,1,walking on leaves,walking on leaves,1,2
9,10,3,chopping wood,chopping wood,1,3
9,11,7,dishes clanking,dishes clanking,1,3
9,12,1,train passing by,rocking chair,0,high-intensity
9,13,2,gargling,gargling,1,low-intensity
9,14,1,soda pouring into a cup,soda pouring into a cup,1,low-intensity
9,15,7,drum solo,drum solo,1,high-intensity
9,16,2,wing flapping,wing flapping,1,low-intensity
9,17,3,school hallway,school hallway,1,high-intensity
9,18,3,match lighting,match lighting,1,low-intensity
9,19,3,record scratching,record scratching,1,2
9,20,2,baby babbling,baby babbling,1,3
9,21,7,typing,typing,1,low-intensity
9,22,3,sleigh bells,sleigh bells,1,3
9,23,4,harp,harp,1,2
9,24,7,traffic noises,bus accelerating,0,high-intensity
9,25,4,lawn mower,lawn mower,1,high-intensity
9,26,4,jumping rope,jumping rope,1,2
9,27,6,monkey screaming,monkey screaming,1,high-intensity
9,28,3,sipping,sipping,1,2
9,29,3,organ,organ,1,high-intensity
9,30,1,violin,violin,1,3
9,31,2,running on gravel,running on gravel,1,3
9,32,1,phone vibrating,phone vibrating,1,low-intensity
9,33,2,dice roll,dice roll,1,low-intensity
9,34,7,running on sand,running on gravel,0,low-intensity
9,35,3,castanet,tap dancing,0,3
9,36,6,rollerblading,tractor,0,3
9,37,7,acoustic bass,acoustic bass,1,2
9,38,5,flute,flute,1,3
9,39,5,skate boarding,chair rolling,0,2
9,40,6,chinese,chinese,1,3
9,41,6,fan,fan,1,2
9,42,4,stream,stream,1,low-intensity
9,43,6,paper shredder,paper shredder,1,high-intensity
9,44,4,harmonica,harmonica,1,3
9,45,5,elevator door,elevator door,1,2
9,46,6,gavel hits,gavel hits,1,3
9,47,2,radar beeps,radar beeps,1,2
9,48,5,wolves howlling,wolves howlling,1,2
9,49,3,ringtone,ringtone,1,3
9,50,6,waves,waves,1,3
9,51,1,bear growling,bear growling,1,3
9,52,6,helicopter,helicopter,1,high-intensity
9,53,5,bathwater,bathwater,1,2
9,54,3,can opening,can opening,1,low-intensity
9,55,7,leather coat,leather coat,1,low-intensity
9,56,6,clipping hair,clipping hair,1,low-intensity
9,57,1,salt shaker,salt shaker,1,low-intensity
9,58,4,dialing,dialing,1,low-intensity
9,59,3,tap dancing,tap dancing,1,high-intensity
9,60,5,ice machine,ice machine,1,2
9,61,6,shopping cart,shopping cart,1,2
9,62,2,cow mooing,cow mooing,1,3
9,63,3,giggling,giggling,1,3
9,64,6,german,german,1,2
9,65,5,peeling,peeling,1,low-intensity
9,66,1,lion growl,lion growl,1,high-intensity
9,67,7,rubbing cloth,rubbing cloth,1,low-intensity
9,68,7,kettle whistling,kettle whistling,1,3
9,69,3,a capella singing,a capella singing,1,3
9,70,5,car deccelerating,car deccelerating,1,low-intensity
9,71,1,hand saw,hand saw,1,high-intensity
9,72,3,windup toy,windup toy,1,low-intensity
9,73,7,heart monitor,heart monitor,1,3
9,74,1,writing on a chalkboard,writing on a chalkboard,1,2
9,75,6,chair rolling,chair rolling,1,low-intensity
9,76,6,paper tearing,paper tearing,1,low-intensity
9,77,3,cicadas,cicadas,1,3
9,78,3,cat purring,race car,0,low-intensity
9,79,4,ice in cup,ice in cup,1,low-intensity
9,80,6,arabic,arabic,1,2
9,81,6,frog croaking,frog croaking,1,2
9,82,5,slot machine,slot machine,1,high-intensity
9,83,6,triangle,triangle,1,2
9,84,5,noisemaker,bike bell,0,high-intensity
9,85,3,bus accelerating,bus accelerating,1,2
9,86,3,printing,printing,1,3
9,87,1,jackhammer,jackhammer,1,high-intensity
9,88,2,rooster crowing,rooster crowing,1,high-intensity
9,89,3,chicken cluck,chicken cluck,1,2
9,90,1,rocking chair,rocking chair,1,3
9,91,6,breathing,breathing,1,low-intensity
