listener,listener_trial,mturk_worker,mturk_trial,level_condition,noise_condition,sound_heard,listener_response,mturk_response,proportion_correct,typical_source_intensity
14,163,33,48,3,0,turning a lock,a picture printing out from a camera,ice machine,0,low-intensity
14,163,61,25,3,0,turning a lock,a picture printing out from a camera,whistling,0,low-intensity
14,165,336,26,7,0,explosion,soemone running in high heels,explosion,1,high-intensity
14,165,774,18,7,0,explosion,soemone running in high heels,explosion,1,high-intensity
14,166,338,35,7,0,geese honking,a chritmas bell ringing in good cheer,geese honking,1,3
14,166,825,43,7,0,geese honking,a chritmas bell ringing in good cheer,geese honking,1,3
14,167,117,28,6,0,hammering a nail,a phone ranging,hammering a nail,1,high-intensity
14,167,288,46,6,0,hammering a nail,a phone ranging,hammering a nail,1,high-intensity
14,171,368,18,3,1,helicopter,a plane flying off,helicopter,1,high-intensity
14,171,427,40,3,1,helicopter,a plane flying off,helicopter,1,high-intensity
14,174,418,44,7,1,chiseling,ice being dispensed ,chiseling,1,2
14,174,487,38,7,1,chiseling,ice being dispensed ,chiseling,1,2
14,175,9,21,3,0,church bells,a guitar being played,church bells,1,high-intensity
14,175,807,5,3,0,church bells,a guitar being played,church bells,1,high-intensity
14,177,515,4,4,1,blender,drums pbeing played,blender,1,high-intensity
14,177,568,10,4,1,blender,drums pbeing played,blender,1,high-intensity
14,178,513,29,2,0,dentist drill,a bell to a bicycle,lawn mower,0.5,high-intensity
14,178,722,9,2,0,dentist drill,a bell to a bicycle,dentist drill,0.5,high-intensity
14,179,205,34,5,0,bass drum hits,a whistle being blown,bass drum hits,1,high-intensity
14,179,585,43,5,0,bass drum hits,a whistle being blown,bass drum hits,1,high-intensity
14,180,384,42,7,0,drum roll,an accordian,drum roll,1,high-intensity
14,180,436,29,7,0,drum roll,an accordian,drum roll,1,high-intensity
14,181,246,22,6,0,printing,a mortocycle being revved up,printing,1,3
14,181,503,21,6,0,printing,a mortocycle being revved up,printing,1,3
14,183,710,50,7,0,knocking on door,an automatic car window being rolled down,knocking on door,1,3
14,183,815,17,7,0,knocking on door,an automatic car window being rolled down,knocking on door,1,3
14,184,481,48,3,0,giggling,a surface being scrubbed ,giggling,1,3
14,184,845,25,3,0,giggling,a surface being scrubbed ,giggling,1,3
14,186,121,35,3,1,coins dropping,lawn mower,coins dropping,1,low-intensity
14,186,284,23,3,1,coins dropping,lawn mower,coins dropping,1,low-intensity
14,189,246,44,7,0,keys jingling,notusure,pool balls colliding,0,low-intensity
14,189,617,50,7,0,keys jingling,notusure,popcorn popping,0,low-intensity
14,190,195,4,7,1,newspaper page turning,a person speaking French,newspaper page turning,0.5,low-intensity
14,190,208,30,7,1,newspaper page turning,a person speaking French,hammering metal,0.5,low-intensity
14,191,657,5,6,0,horse galloping,the revving of some type of engin,horse galloping,1,2
14,191,665,33,6,0,horse galloping,the revving of some type of engin,horse galloping,1,2
14,192,712,44,7,0,cow mooing,a dumster being closed,cow mooing,1,3
14,192,835,15,7,0,cow mooing,a dumster being closed,cow mooing,1,3
14,194,526,2,7,0,orchestra tuning,a heart beating ,orchestra tuning,1,high-intensity
14,194,805,27,7,0,orchestra tuning,a heart beating ,orchestra tuning,1,high-intensity
14,196,62,43,4,0,film reel,maracas being shaken ,film reel,0.5,3
14,196,733,24,4,0,film reel,maracas being shaken ,paper shredder,0.5,3
14,198,368,41,5,0,car accelerating,someone urinatinfg,car accelerating,1,2
14,198,679,42,5,0,car accelerating,someone urinatinfg,car accelerating,1,2
14,199,178,36,5,0,pig snorting,a car horn being blown,pig snorting,1,3
14,199,805,10,5,0,pig snorting,a car horn being blown,pig snorting,1,3
14,200,338,28,4,0,crowd noise,tools being moved around,crowd noise,1,high-intensity
14,200,784,24,4,0,crowd noise,tools being moved around,crowd noise,1,high-intensity
14,201,147,42,3,0,crying,wind blowing a poster board or heavy paper ,crying,1,high-intensity
14,201,421,6,3,0,crying,wind blowing a poster board or heavy paper ,crying,1,high-intensity
14,203,75,14,7,1,gavel hits,police siren,gavel hits,1,3
14,203,807,9,7,1,gavel hits,police siren,gavel hits,1,3
14,204,521,9,2,1,applause,a phone being dialed,coins dropping,0.5,high-intensity
14,204,621,15,2,1,applause,a phone being dialed,applause,0.5,high-intensity
14,205,212,42,4,1,lawn mower,zipping of a jacket/coat,lawn mower,0.5,high-intensity
14,205,549,23,4,1,lawn mower,zipping of a jacket/coat,tap dancing,0.5,high-intensity
14,208,22,36,2,0,electric drill,a rooster calling out,electric drill,0.666666666666667,high-intensity
14,208,403,19,2,0,electric drill,a rooster calling out,,0.666666666666667,high-intensity
14,208,830,28,2,0,electric drill,a rooster calling out,electric drill,0.666666666666667,high-intensity
14,210,435,28,7,0,laughing,a person breathing very heavily,laughing,1,high-intensity
14,210,786,47,7,0,laughing,a person breathing very heavily,laughing,1,high-intensity
14,212,523,34,2,1,grating food,a drink b eing poured,grating food,1,low-intensity
14,212,551,4,2,1,grating food,a drink b eing poured,grating food,1,low-intensity
14,214,423,20,4,1,pinball,an engine runnign,pager beeps,0,high-intensity
14,214,608,10,4,1,pinball,an engine runnign,truck beeping,0,high-intensity
14,217,139,20,2,0,drum solo,a screw being tightened,drum solo,1,high-intensity
14,217,350,23,2,0,drum solo,a screw being tightened,drum solo,1,high-intensity
14,218,568,29,4,0,dog barking,bitting of a hard vegetable i.e. carrot or celery,dog barking,1,high-intensity
14,218,646,14,4,0,dog barking,bitting of a hard vegetable i.e. carrot or celery,dog barking,1,high-intensity
14,219,14,20,4,1,fax,bangning of metal being shaped,fax,1,2
14,219,418,35,4,1,fax,bangning of metal being shaped,fax,1,2
14,220,243,18,4,0,car alarm,someone gargling,car alarm,1,high-intensity
14,220,526,25,4,0,car alarm,someone gargling,car alarm,1,high-intensity
14,224,520,40,5,0,crow,someong drinking/slurping up a drink,crow,1,3
14,224,896,29,5,0,crow,someong drinking/slurping up a drink,crow,1,3
14,226,201,38,4,1,paper shredder,a xylaphone sp? being played,paper shredder,1,high-intensity
14,226,504,39,4,1,paper shredder,a xylaphone sp? being played,paper shredder,1,high-intensity
14,227,326,45,3,1,fire,sawing of a piece pof wood,salt shaker,0.5,low-intensity
14,227,770,33,3,1,fire,sawing of a piece pof wood,fire,0.5,low-intensity
14,228,527,14,4,1,inflating a balloon,a dog barking,ice in cup,0,low-intensity
14,228,614,43,4,1,inflating a balloon,a dog barking,school hallway,0,low-intensity
14,230,217,14,4,0,hair dryer,paper being torn ,shuffling,0,high-intensity
14,230,587,24,4,0,hair dryer,paper being torn ,spray can shaking,0,high-intensity
14,231,326,10,3,1,dove cooing,a drink being poured from a spout ,dove cooing,0.5,low-intensity
14,231,886,29,3,1,dove cooing,a drink being poured from a spout ,turkey gobble,0.5,low-intensity
14,232,550,25,6,1,nose blowing,a man speaking Spanish,nose blowing,1,3
14,232,906,30,6,1,nose blowing,a man speaking Spanish,nose blowing,1,3
14,233,420,31,2,0,biting and chewing,banging on a drum,biting and chewing,1,2
14,233,661,11,2,0,biting and chewing,banging on a drum,biting and chewing,1,2
14,237,246,50,7,0,clarinet,ice dispenser releasing ice,clarinet,0.5,3
14,237,271,31,7,0,clarinet,ice dispenser releasing ice,cartoon sound effects,0.5,3
14,238,89,34,3,1,coloring,walking on grass,,0.666666666666667,low-intensity
14,238,526,41,3,1,coloring,walking on grass,coloring,0.666666666666667,low-intensity
14,238,838,14,3,1,coloring,walking on grass,coloring,0.666666666666667,low-intensity
14,240,136,40,5,1,chicken cluck,a man humming ,chicken cluck,1,2
14,240,318,48,5,1,chicken cluck,a man humming ,chicken cluck,1,2
14,241,114,24,5,1,bear growling,a file cabinet drawer being opened,bear growling,1,3
14,241,289,13,5,1,bear growling,a file cabinet drawer being opened,bear growling,1,3
14,243,5,11,6,0,popcorn popping,a cat meowing,air hockey,0,3
14,243,341,43,6,0,popcorn popping,a cat meowing,breathing,0,3
14,244,117,38,2,0,wing flapping,a woman screaming,morse code,0,low-intensity
14,244,395,20,2,0,wing flapping,a woman screaming,roulette wheel,0,low-intensity
14,246,272,11,7,0,harp,toothbrush scrubbing against teeth,harp,1,2
14,246,891,47,7,0,harp,toothbrush scrubbing against teeth,harp,1,2
14,247,549,4,4,0,liquid pouring out of a bottle,a cell phone vibrating,zipper,0.5,2
14,247,912,49,4,0,liquid pouring out of a bottle,a cell phone vibrating,liquid pouring out of a bottle,0.5,2
14,248,136,9,3,1,cuckoo clock,a person blowing their nose,cuckoo clock,1,3
14,248,447,8,3,1,cuckoo clock,a person blowing their nose,cuckoo clock,1,3
14,250,303,38,3,1,door sliding shut,pool table balls being hit,door sliding shut,1,low-intensity
14,250,384,9,3,1,door sliding shut,pool table balls being hit,door sliding shut,1,low-intensity
14,251,193,31,5,1,pool balls colliding,hand cymbals being tapped against each other,pool balls colliding,1,3
14,251,393,7,5,1,pool balls colliding,hand cymbals being tapped against each other,pool balls colliding,1,3
14,253,429,38,5,0,soda pouring into a cup,a cat purring,soda pouring into a cup,1,low-intensity
14,253,798,36,5,0,soda pouring into a cup,a cat purring,soda pouring into a cup,1,low-intensity
14,255,106,19,6,1,hammering metal,drums being rolled,hammering metal,1,high-intensity
14,255,550,46,6,1,hammering metal,drums being rolled,hammering metal,1,high-intensity
14,257,426,30,2,1,grandfather clock,metal objects being moved around,grandfather clock,0.5,3
14,257,794,28,2,1,grandfather clock,metal objects being moved around,cash register,0.5,3
14,258,290,18,6,0,rattlesnake,a clocks timer ticking,rattlesnake,1,2
14,258,807,1,6,0,rattlesnake,a clocks timer ticking,rattlesnake,1,2
14,259,359,3,4,1,can opening,a woman speaking Arabic,can opening,1,low-intensity
14,259,879,44,4,1,can opening,a woman speaking Arabic,can opening,1,low-intensity
14,260,410,14,3,0,gargling,something being ripped,gargling,1,low-intensity
14,260,501,33,3,0,gargling,something being ripped,gargling,1,low-intensity
14,262,834,24,7,0,pager beeps,cartoon music ,pager beeps,0.5,3
14,262,862,37,7,0,pager beeps,cartoon music ,telephone ringing,0.5,3
14,263,397,24,3,0,drawer closing,rolling of fishing wire,drawer closing,1,low-intensity
14,263,491,15,3,0,drawer closing,rolling of fishing wire,drawer closing,1,low-intensity
14,264,624,18,7,1,car driving through a puddle,haunted house laughs,windup toy,0,2
14,264,722,31,7,1,car driving through a puddle,haunted house laughs,crumpling paper,0,2
14,265,604,15,6,1,flute,seagulls ,flute,1,3
14,265,815,41,6,1,flute,seagulls ,flute,1,3
14,268,495,49,6,0,water boiling,a car door opening alarm sound,water boiling,0.5,low-intensity
14,268,553,38,6,0,water boiling,a car door opening alarm sound,drinking,0.5,low-intensity
14,270,661,7,7,1,electric bass,a creakingdoor,electric bass,1,3
14,270,730,16,7,1,electric bass,a creakingdoor,electric bass,1,3
14,271,481,50,6,0,traffic noises,triangle instrument,traffic noises,1,high-intensity
14,271,624,17,6,0,traffic noises,triangle instrument,traffic noises,1,high-intensity
14,272,201,11,2,1,chainsaw revving,a horse yelling,chainsaw revving,1,high-intensity
14,272,345,47,2,1,chainsaw revving,a horse yelling,chainsaw revving,1,high-intensity
14,274,700,45,5,1,balloon deflating,an animal licking water,sails flapping,0.5,2
14,274,911,44,5,1,balloon deflating,an animal licking water,balloon deflating,0.5,2
14,275,11,8,4,0,jackhammer,static ,jackhammer,1,high-intensity
14,275,650,43,4,0,jackhammer,static ,jackhammer,1,high-intensity
14,276,224,16,3,1,harmonica,thunderstorm lightning,harmonica,1,3
14,276,607,14,3,1,harmonica,thunderstorm lightning,harmonica,1,3
14,278,585,46,6,1,motorcycle revving,something being zipped up,motorcycle revving,1,high-intensity
14,278,774,16,6,1,motorcycle revving,something being zipped up,motorcycle revving,1,high-intensity
14,281,313,37,4,1,chopping wood,a tea kettle releasing steam,chopping wood,1,3
14,281,470,9,4,1,chopping wood,a tea kettle releasing steam,chopping wood,1,3
14,284,152,2,6,0,phone vibrating,a personal air plane being flown,phone vibrating,1,low-intensity
14,284,870,13,6,0,phone vibrating,a personal air plane being flown,phone vibrating,1,low-intensity
14,285,139,3,6,0,radio static,cutting of a vegetable ,radio static,1,3
14,285,397,4,6,0,radio static,cutting of a vegetable ,radio static,1,3
14,286,288,24,6,1,gunshots,tap dancing,tambourine,0,high-intensity
14,286,336,12,6,1,gunshots,tap dancing,gavel hits,0,high-intensity
14,287,241,9,7,1,breathing,rolling of fingernails on a flat surface,breathing,1,low-intensity
14,287,752,40,7,1,breathing,rolling of fingernails on a flat surface,breathing,1,low-intensity
14,289,132,14,4,0,walking on leaves,coins being tossed around,walking on leaves,1,2
14,289,800,49,4,0,walking on leaves,coins being tossed around,walking on leaves,1,2
14,292,14,47,4,1,race car,people clapping,race car,1,high-intensity
14,292,307,27,4,1,race car,people clapping,race car,1,high-intensity
14,296,783,21,2,0,coin in a vending machine,zipping up a pair of pants,coin in a vending machine,0.5,low-intensity
14,296,895,33,2,0,coin in a vending machine,zipping up a pair of pants,rubbing hands,0.5,low-intensity
14,297,241,16,6,0,organ,water running from a faucet,organ,1,high-intensity
14,297,730,14,6,0,organ,water running from a faucet,organ,1,high-intensity
14,298,85,35,4,1,oldfashioned dialer,opening of a can ,oldfashioned dialer,1,low-intensity
14,298,290,31,4,1,oldfashioned dialer,opening of a can ,oldfashioned dialer,1,low-intensity
14,299,558,18,3,0,doorbell,pouring of a liquid,doorbell,1,high-intensity
14,299,750,8,3,0,doorbell,pouring of a liquid,doorbell,1,high-intensity
14,300,152,40,4,0,ratchet,cutting ones hair,ratchet,0.5,2
14,300,521,50,4,0,ratchet,cutting ones hair,crumpling paper,0.5,2
15,1,22,20,5,0,jackhammer,tv static,jackhammer,1,high-intensity
15,1,435,32,5,0,jackhammer,tv static,jackhammer,1,high-intensity
15,4,815,11,5,0,film reel,scratching,film reel,0.5,3
15,4,898,31,5,0,film reel,scratching,lawn mower,0.5,3
15,5,126,22,7,0,dialup,tuning orchestra,dialup,1,3
15,5,419,20,7,0,dialup,tuning orchestra,dialup,1,3
15,9,764,21,4,1,harmonica,thunder,harmonica,1,3
15,9,850,46,4,1,harmonica,thunder,harmonica,1,3
15,11,147,6,3,1,crowd booing,morse code,chainsaw revving,0,high-intensity
15,11,307,41,3,1,crowd booing,morse code,train whistle,0,high-intensity
15,12,453,27,7,0,horse galloping,lawn mower,horse galloping,1,2
15,12,646,41,7,0,horse galloping,lawn mower,horse galloping,1,2
15,14,271,26,6,1,bear growling,something falling/tipping over,bear growling,1,3
15,14,321,33,6,1,bear growling,something falling/tipping over,bear growling,1,3
15,15,304,12,5,1,piano,revving a motor,piano,1,3
15,15,842,12,5,1,piano,revving a motor,piano,1,3
15,16,61,19,2,0,keys jingling,wind,water dripping,0,low-intensity
15,16,898,15,2,0,keys jingling,wind,pool balls colliding,0,low-intensity
15,17,255,47,5,1,flag,scratching,tree falling,0,low-intensity
15,17,436,30,5,1,flag,scratching,jackhammer,0,low-intensity
15,20,521,25,4,0,drawer closing,roulette machine,crowd booing,0.5,low-intensity
15,20,912,11,4,0,drawer closing,roulette machine,drawer closing,0.5,low-intensity
15,21,526,3,5,1,inflating a balloon,dog barking,ice machine,0,low-intensity
15,21,768,48,5,1,inflating a balloon,dog barking,camera turning on,0,low-intensity
15,23,430,36,7,0,hammering a nail,telephone ring,hammering a nail,1,high-intensity
15,23,501,23,7,0,hammering a nail,telephone ring,hammering a nail,1,high-intensity
15,24,587,18,6,0,pig snorting,car honk,pig snorting,1,3
15,24,627,4,6,0,pig snorting,car honk,pig snorting,1,3
15,25,375,14,5,1,race car,clapping,printing,0.5,high-intensity
15,25,553,29,5,1,race car,clapping,race car,0.5,high-intensity
15,26,386,17,7,0,organ,rain falling,organ,1,high-intensity
15,26,419,47,7,0,organ,rain falling,organ,1,high-intensity
15,28,75,30,6,0,cash register,harmonica,cash register,1,2
15,28,583,1,6,0,cash register,harmonica,cash register,1,2
15,29,568,49,3,0,crumpling paper,xylophone,velcro,0.5,2
15,29,865,28,3,0,crumpling paper,xylophone,crumpling paper,0.5,2
15,30,297,37,5,0,dog barking,scratching,dog barking,1,high-intensity
15,30,602,31,5,0,dog barking,scratching,dog barking,1,high-intensity
15,31,659,45,6,1,alarm clock,dentist drill,dial tone,0.5,high-intensity
15,31,733,26,6,1,alarm clock,dentist drill,alarm clock,0.5,high-intensity
15,32,286,31,5,1,lawn mower,starting a motor,lawn mower,1,high-intensity
15,32,672,38,5,1,lawn mower,starting a motor,lawn mower,1,high-intensity
15,33,206,10,7,0,phone vibrating,helicoptor flying,phone vibrating,1,low-intensity
15,33,845,38,7,0,phone vibrating,helicoptor flying,phone vibrating,1,low-intensity
15,34,403,9,6,0,car accelerating,spilling a liquid,car accelerating,1,2
15,34,682,13,6,0,car accelerating,spilling a liquid,car accelerating,1,2
15,36,504,46,4,1,fire,cutting something with a saw,fire,1,low-intensity
15,36,921,34,4,1,fire,cutting something with a saw,fire,1,low-intensity
15,40,152,37,6,0,brushing hair,fire crackling,brushing hair,0.5,low-intensity
15,40,794,26,6,0,brushing hair,fire crackling,rollerblading,0.5,low-intensity
15,45,318,21,7,0,popcorn popping,cat meowing,popcorn popping,1,3
15,45,507,31,7,0,popcorn popping,cat meowing,popcorn popping,1,3
15,46,580,25,5,0,morse code,writing on a chalkboard,morse code,1,3
15,46,604,46,5,0,morse code,writing on a chalkboard,morse code,1,3
